OrderID,CustomerID,Product,Category,Quantity,Price,OrderDate
31578eaf-08a0-4c1b-a2b1-7ee939d3e7be,8348,arm,Electronics,3,82.61,2025-05-20
1d10a9f0-67f5-4617-aaa5-b5719f4212b8,9929,executive,Electronics,8,53.74,2024-10-16
8d957b4c-200a-49e0-8431-7fd547de8f61,7431,drug,Fashion,2,372.58,2025-07-07
17ef4c40-71bc-4455-a6e3-d5fbf9748158,6380,eat,Toys,9,207.98,2024-12-09
16c8a35e-72e9-4605-aab8-5133f75b5c07,5370,chance,Electronics,7,349.56,2025-07-26
2032fb5e-ca03-4936-af93-8f215b8294cf,8115,talk,Fashion,5,108.28,2025-06-18
d9d6b35b-36d5-466a-aaec-ddc88af12df8,5977,good,Fashion,1,50.84,2025-04-30
793f124c-c521-4707-8fb3-5deb46252bb2,2911,vote,Home,7,279.68,2025-05-23
e0bb781d-25be-449f-baf2-99551d0458bb,7231,answer,Fashion,1,484.47,2025-10-07
5ac450d3-7bbf-49c9-92b3-bd13912e1543,7519,clearly,Fashion,5,477.63,2025-06-01
74f75e54-50e3-4060-9bf7-1ad46860b966,3058,product,Electronics,4,109.51,2025-09-03
3943eaf4-82f7-4f65-8bf7-c4e8735db07a,3423,peace,Electronics,8,340.53,2024-12-26
be8ea03c-672c-406a-9945-5556354cfd04,6817,information,Fashion,9,183.71,2025-10-05
7dc54d99-a562-4d34-b01b-be20ae45345a,8185,involve,Toys,4,255.63,2025-02-10
7a533340-6aeb-45bd-8eba-37045238cdbf,1978,end,Fashion,1,497.61,2024-11-18
1104bcc0-2fb6-4b31-827a-3ba0e0872eb8,9147,reality,Electronics,4,181.57,2025-09-29
6744e012-f9f3-44e9-8270-a0313fde5530,4802,improve,Fashion,1,141.37,2024-10-21
df7c114c-07c7-4ed9-b97d-8f5091636307,5038,win,Fashion,8,390.68,2025-10-10
d04cf165-cae3-4157-b427-93ed9e3479a5,6117,draw,Toys,10,120.1,2025-09-28
dd428231-bd99-4366-8ce7-ece6464277e5,3647,recently,Fashion,5,182.29,2025-06-11
96ba5fd7-8697-4186-8495-14ffd5eb3002,9063,themselves,Toys,1,123.4,2025-02-07
e080fa01-3e1f-47c7-b2d9-3a0f920cd0af,2605,ten,Fashion,7,149.93,2025-07-30
6e57313b-d9e9-4ecb-b359-cb113883b037,5832,end,Electronics,5,440.74,2025-05-23
2b9b9fb1-37ff-40c6-a356-12ddf4dfaa2f,7460,whatever,Toys,9,295.33,2025-06-15
fd32877e-fe0b-4fe1-98f0-e63c57d92eee,8292,hour,Toys,5,136.52,2024-12-21
361bb61e-9b7b-4e2e-9511-14777c8c8a7c,9564,smile,Electronics,5,44.38,2025-07-15
c64748f9-c299-48bd-b0a4-a79c27e06784,3928,you,Fashion,2,142.54,2025-01-26
604f05d0-ac52-4518-b809-732bbf2cc1ca,8644,piece,Fashion,6,241.33,2025-08-13
d09dd636-20a9-4b5d-8cad-388e21db2962,7120,born,Home,1,142.38,2025-02-03
e10f7e03-a374-4810-a984-571f449d02cd,8152,how,Fashion,1,171.91,2025-05-31
da254a2c-bf26-40ab-87ff-040581be7d62,3621,market,Fashion,4,176.69,2025-02-20
d2dd1f84-fc8e-48f5-a61b-eecb1e816038,7110,choice,Fashion,8,262.6,2024-12-23
5bb8f588-2506-4848-8750-3c39ffd5662d,1667,certainly,Toys,1,239.99,2025-09-28
cd5fdbc8-5b6a-4531-b28a-209086d61b08,1693,total,Fashion,10,293.73,2025-07-08
cdce359b-5843-42ef-95b7-2466d177e530,8666,family,Electronics,9,406.55,2024-11-25
c10be674-5b30-4521-ba29-af376e5adce9,1809,president,Home,3,198.76,2025-03-16
7421b9be-695d-48b3-99ec-4ced3433080d,3344,above,Home,5,398.11,2025-07-28
468b1dca-d309-4a8a-8226-2184d90293ba,3812,note,Toys,7,93.83,2025-09-21
0d9971dc-24da-4d6e-ae98-d4c7e7527d12,7160,will,Toys,8,491.34,2025-04-07
f9dd5083-c941-4b7d-a7c3-343ffd0ce970,3732,none,Home,2,225.95,2025-01-28
5ffedeeb-0e74-4200-b525-5c0c0e80686b,8471,TV,Toys,9,150.15,2025-01-25
41c22e00-ccba-4207-bd8d-9524af300fa3,9600,sign,Toys,9,450.59,2025-06-04
4df4883d-5ba5-491a-b58a-01d5bdc5027a,8294,maybe,Electronics,5,214.99,2024-10-15
32db4925-8f17-46e7-98d3-e956c7598c4d,4748,whose,Fashion,10,146.57,2025-04-04
0d20856d-fb2a-4def-97a8-c62654c9569e,3672,truth,Fashion,1,289.58,2024-11-14
5a4220e9-94cf-407c-affd-8dee6306c268,8998,foreign,Home,5,242.64,2025-05-01
435927f8-d4ac-43b7-85fb-d0b2855273cb,3371,worker,Toys,1,229.3,2025-08-11
863da063-7db0-4036-b98e-c1cd3e6268ff,7564,year,Fashion,5,257.33,2025-08-06
3aea126a-a15a-4982-8c8d-b8a11ac81236,3762,positive,Home,6,36.66,2025-06-18
37eded34-cb0c-4a5f-937a-016c35972771,1776,strategy,Fashion,7,174.69,2025-02-05
404cb3b8-aa62-446a-8e42-b12725de26a1,4109,official,Fashion,10,156.66,2025-08-23
431b286a-1c73-48df-ac67-850ab5726368,1276,catch,Electronics,10,120.57,2025-05-12
8a78f213-4620-4f0a-98ca-9d784a18d137,9174,modern,Electronics,4,149.51,2024-12-27
de23c6e1-cc6b-415b-8886-7cb6a59ff319,2311,organization,Home,3,432.23,2025-08-16
d7fa6907-c41b-4a92-8912-5c861abed122,8826,mention,Fashion,8,406.95,2024-11-03
66c73c0f-87c4-4f61-8c7e-d2a269871796,4363,speak,Electronics,5,371.09,2025-01-29
b169d85e-096d-4a17-9a30-4b91ff08fc6a,7946,guy,Fashion,6,423.18,2024-12-18
0b6541e0-b16b-44b8-ba35-c2ac4b8a07d5,6826,candidate,Home,6,179.58,2025-04-16
f85bf054-43e6-4644-b56c-10ef978b2ced,2780,site,Home,2,302.9,2025-04-28
27f96912-5d00-421f-ad9a-efc04f7ad47c,9455,behavior,Fashion,7,363.49,2025-09-27
612f989b-5cca-483c-a553-11a8aede5233,5062,manage,Fashion,6,403.24,2024-12-15
8a98de5e-9c10-4ff8-b0a6-7a67f04626d4,9982,current,Home,1,364.42,2025-06-23
9a32183c-2590-4538-9a99-f49f4203412a,9700,good,Fashion,4,187.61,2025-09-01
a2675dc9-6395-4bc2-b08f-a8f9b1b1521d,1956,together,Fashion,2,140.08,2025-07-18
abcfc1d0-b337-4f2a-9566-9dd7a706350d,9982,conference,Home,1,193.89,2025-09-05
b990515c-b71f-49b7-96ef-46cc40c67e37,5905,leg,Fashion,6,393.12,2025-06-13
cc8e8431-bb2e-49cb-8142-66dfc30d1a6f,6448,manager,Electronics,4,419.89,2025-10-12
cae16e26-b099-4ef7-b3b8-b901a27d30b3,8435,each,Home,3,125.55,2025-05-01
6f050e69-141b-4f72-ae82-4ce12365938a,6071,citizen,Toys,5,244.28,2025-07-18
8073abb3-dd26-4f2b-b2ad-23eed6c51734,7846,whole,Fashion,3,458.57,2025-02-27
2a46d944-fb24-4358-b78f-27f54ac8bcd8,4531,sign,Toys,7,457.52,2025-09-06
b5749146-c72a-4dbb-bbc0-e89eacf57c2b,3557,college,Electronics,1,410.23,2025-08-02
cd04af72-eab6-475e-bfe7-63c8b9118ed2,2364,body,Electronics,3,182.32,2025-06-23
1a3a0c53-94bb-41ca-9a74-a74cc18babd8,9238,cell,Electronics,9,34.04,2025-03-23
e378addc-e2bd-481e-b138-e0a62022b414,3870,toward,Home,2,361.74,2025-06-09
0c2e76d5-2b3d-4e26-a5fa-69c98984b494,9356,public,Home,3,230.04,2025-09-26
d9e54b92-57b5-481f-881f-f83a7bba1595,2230,laugh,Fashion,5,182.25,2025-01-23
c0df3d9b-75f9-4e75-a20a-656de097cb3f,7981,collection,Toys,3,492.23,2025-01-30
1e75be70-a44d-4966-a987-ca440a7bd939,8642,live,Electronics,8,325.68,2025-03-22
382b3088-2216-4b83-ba7c-eb6cd03b6a58,2059,but,Home,1,97.11,2025-07-04
d0904a56-58a9-43fe-917a-229f9c6a62e2,6498,everyone,Fashion,9,185.49,2025-06-24
3498b83a-688d-492f-8561-c0c5a14f2134,2601,which,Fashion,3,443.94,2025-07-14
a2eed3be-af38-4da2-9889-8bcfc5382c23,2891,able,Home,2,255.96,2025-05-09
92881544-04cf-47e6-9d9d-4bdb5deb6f3a,7346,doctor,Home,1,284.9,2024-12-26
91150fc2-76ca-4d7f-bc14-836c0b68d004,2033,move,Toys,9,12.79,2025-08-08
cfd3fa0a-152e-48b8-b291-b35004352bbe,8837,operation,Home,9,386.27,2025-02-22
659707ed-c531-4299-91e2-e4f2faed9ad2,2784,though,Fashion,7,181.41,2025-03-12
556410e8-c8af-431d-9dd8-c5df819cb351,4151,world,Toys,1,251.11,2025-07-29
9a0995b8-00fb-4fb7-8d46-f6750f0b68f2,9974,hard,Electronics,3,343.41,2025-03-11
f618e109-d99d-4765-81d9-b011c0436422,7030,be,Home,5,244.27,2025-06-07
3248db49-134f-4854-b6f4-3e33159187ca,4572,technology,Toys,4,75.68,2025-06-23
1c533662-ad4b-4521-8c31-d96dfc36c0f4,5429,part,Home,1,361.22,2025-07-20
41f5c231-5676-43c7-a3af-a450a8bd9e2d,2886,cost,Home,1,82.54,2024-12-19
8f2047e7-b3c4-4340-b0f5-7cb8a19457a1,7230,series,Fashion,5,282.96,2025-05-07
740be5d1-8a7b-425d-b13e-2bc143c13cb9,5943,under,Electronics,7,489.31,2025-08-15
a63e996f-5b2c-4594-a6b7-7e3e9e120726,6242,method,Home,9,112.0,2025-05-10
6dae4340-1b19-4ed9-a0f6-a09a052e97d8,3975,ago,Electronics,10,483.73,2025-08-22
d7990b4c-3451-4e66-a7b0-1983c9e11584,1407,goal,Home,4,58.18,2024-10-27
514dd91f-ed27-4eb0-9500-1828f298b469,7418,thank,Toys,4,102.48,2025-04-01
bf78ada3-05d3-4988-8642-06fa445b736f,7453,plant,Fashion,3,294.56,2025-09-05
2af42af4-3fb4-400a-a010-7c00aee9f1d6,8424,admit,Home,10,27.41,2024-11-19
b75b2618-346c-4cdb-b24a-00fb7a69a8c7,7451,public,Fashion,2,339.31,2024-12-29
807d6dac-d0d7-43e1-842c-f093aac63425,4508,help,Electronics,9,328.56,2025-03-10
e31ce13c-ced1-4ace-8f5a-358f5f071cf5,2851,leader,Home,1,362.73,2025-06-16
f7f7c0f9-a947-467b-a25f-d99b9c180d30,3773,check,Fashion,3,411.21,2025-01-08
1e21b53f-1de0-4b23-b94c-bb45283661fe,8467,road,Electronics,6,39.34,2025-06-29
4dad10bc-506d-4094-ba2f-3fcb97865af9,3094,change,Toys,4,62.1,2024-11-11
cb61c82a-b323-4034-baff-83f534e63b74,9502,data,Home,10,262.74,2025-07-02
75886243-1799-49fd-a8e8-dc44ca8f5d1e,4140,rather,Fashion,7,288.94,2025-05-10
a2175cbc-b78f-428c-97dc-ec70bacbcd7b,5130,both,Electronics,8,272.67,2025-09-21
7d0e00fe-2328-4914-8a49-db5336cff8db,7259,rock,Fashion,9,447.49,2024-11-05
ecbca9b5-1ea7-436e-8070-4112bd7aa5cd,3161,behavior,Home,9,493.71,2025-05-07
503900f7-ed61-4e2d-99ff-7eaf8054c323,9106,finally,Toys,2,265.81,2024-11-27
c2d10e50-4c23-44e0-be7e-114f8bb2fac5,2939,actually,Fashion,6,224.14,2025-08-28
ce91d28b-386b-4bc7-8e92-103c0f4861dd,9094,matter,Fashion,9,187.53,2025-05-27
c7c27d90-09ee-41f7-b332-33cf2f7717a1,4639,end,Electronics,4,268.57,2025-03-10
57cccd15-da73-48b7-b353-9e03aaa06dbb,7084,light,Electronics,6,211.63,2024-12-20
f11f1430-52e2-4a0b-bf15-8ed2fa7b8226,1778,chance,Home,7,71.56,2025-07-06
9fac3f5f-c72d-4de7-acb3-e437446dbdbc,9792,people,Electronics,10,490.66,2024-12-30
176a8a86-def5-441b-8a49-639fac831f95,9760,until,Fashion,3,14.83,2025-09-16
9a6a2674-d2f7-4689-b59c-9d0dce66ff04,4030,fire,Home,4,330.61,2025-07-13
90b804a1-793e-479c-91e9-98612ede691e,4875,three,Home,10,326.41,2024-12-24
b0f4c53d-db3c-4cd7-82e7-73b36a5fc0eb,7644,town,Electronics,5,417.51,2025-01-25
dc7d1243-f944-4c35-8719-d36730ce6872,7702,safe,Toys,2,147.31,2025-04-22
59c84c2a-c74e-482b-b368-ea0c54cf0a3a,6888,car,Electronics,1,148.89,2025-09-17
580dc1cd-9f67-41c3-8a67-9ac3d46fc09a,3546,smile,Home,10,229.78,2025-03-17
1b63e0f3-2852-4d7e-82b3-43701a32162c,5559,myself,Electronics,5,471.4,2025-05-20
d7a5286c-6895-49ba-9ae4-0533edd7de8f,3613,head,Electronics,7,330.86,2025-04-13
661f1e73-b10c-4aec-aa1e-f2cc7c63488b,4269,eat,Toys,1,141.59,2025-05-17
c09fb083-2e4c-497c-9d94-5a2257287520,1815,kind,Home,5,112.09,2025-02-09
4f3e52d3-1041-4d0e-ac60-d32140b3e019,4511,image,Home,3,186.96,2024-11-15
823ab764-1069-4212-9231-f6561832b04e,1475,whatever,Electronics,2,459.41,2024-12-28
e1747272-7a85-4f82-99e8-439cce49b5d9,2454,interest,Electronics,1,283.38,2025-05-25
179cb667-d676-475e-a1b4-bc4d52e0ddba,5495,city,Fashion,9,355.92,2025-08-25
a440abb6-994e-4d2b-b957-dd2c71ad5dc4,5231,hope,Toys,10,7.4,2025-03-02
b66c9be9-ba26-4ea3-85a1-f82b8818a241,5371,son,Fashion,6,127.52,2024-11-08
27c61611-ef66-4040-a240-f928d34714d6,4136,account,Toys,2,66.58,2025-03-21
bd32a12a-d695-4b3d-a2a3-5a8c903696f0,4397,authority,Toys,1,375.08,2025-03-14
0fa0cc30-565f-4211-b7ba-767e3755d3b7,6709,answer,Fashion,8,456.93,2025-06-11
c5a08c76-2923-40a6-805d-cd8ada38aeeb,9898,pass,Toys,5,200.9,2025-03-27
f1f36b40-c88b-4e85-9230-e2177651bf79,3105,politics,Toys,3,104.01,2025-08-29
d7ec0774-0dcc-4a9f-9fff-832368be4865,6001,forward,Electronics,5,164.52,2025-05-09
ef6d29d5-12bb-4d43-b8a7-35d127327e63,5397,protect,Electronics,5,18.46,2025-05-25
8e5c468e-4c22-4c1c-8874-af7ce2c8432c,8829,whole,Electronics,6,489.73,2025-08-03
4a75c9dd-4ff7-4832-b747-8f539eb5a8ac,2904,cut,Fashion,8,248.37,2025-08-02
cd1f1599-3ba8-4c3c-a932-054794a42f62,8724,whether,Home,9,363.99,2025-09-14
5673eac1-e75c-4e15-ba48-5c12a222ab07,6931,often,Toys,2,95.35,2025-06-21
d472d463-ff9a-4951-a3d4-c365e3029275,9306,reality,Electronics,7,326.96,2025-07-17
993586f0-ead3-4f5c-a4e9-571595bda1ba,7960,develop,Toys,8,450.49,2024-12-12
2f043196-01db-4ed7-9de0-c6837baeafa1,9395,house,Home,10,286.66,2025-02-03
42ab6726-ed3f-4714-b686-3fe3baaf3215,5267,hot,Toys,5,274.31,2025-03-30
be4272b5-dccd-490a-8651-a298167909ac,5002,southern,Toys,1,255.98,2025-05-08
63597f77-dd3a-4537-8531-59c06f5ba445,9832,detail,Fashion,6,154.3,2025-08-22
fb87fac4-91f3-4032-b87a-24dd8edad9e6,8543,capital,Fashion,9,161.5,2025-07-31
2b0de558-41e2-40b9-a80c-6e2ce5d30da0,9307,war,Home,3,165.01,2025-07-17
2a08e6ae-b05f-4c0e-bc72-df0e56338b57,6164,to,Home,1,128.33,2024-12-25
c60dec58-7f96-4507-b689-9b54ffb11995,9909,approach,Home,8,275.82,2025-02-18
9ee0a0dd-d6f1-4236-8c83-8f402d31235d,4193,goal,Home,3,429.05,2024-10-30
ce9dc820-f5f7-414f-bd43-982289e116b3,2125,name,Electronics,4,480.81,2025-07-10
2d4ef8a2-bd8b-453e-9d72-5a06192d39ca,1891,road,Electronics,2,77.31,2025-10-01
0e44d75e-d1c3-4bce-9320-bb7a4ad1ec69,7241,color,Fashion,7,421.64,2025-07-13
a9de076a-e1bb-4ae6-a7de-9162f7a3f4fe,8225,what,Electronics,3,166.36,2025-06-18
17ae27d2-88d4-4ebe-ae46-1179a8662300,2429,catch,Fashion,8,182.31,2025-02-28
017429c7-189c-4b93-a425-c7205b13d2b2,7331,hard,Electronics,10,473.4,2025-05-10
2173d99c-ada9-4292-b621-2ad097e302ea,6675,grow,Toys,9,241.09,2025-09-26
a0a1a41e-4e33-4935-a9b5-0983415cd051,9634,movement,Fashion,1,439.2,2025-02-11
6cef476b-10b1-45b5-8a87-1d49ef998efc,7507,I,Fashion,1,99.08,2024-11-07
43650d2e-cd33-4b28-b72e-8af93783dee1,2156,our,Home,1,269.42,2025-02-06
7a55314a-78f4-4777-ac7c-21bd2c3d624e,5532,health,Fashion,6,60.1,2024-12-18
79147bb1-01dd-465e-8802-6f7c5313e04d,5868,glass,Fashion,3,231.74,2025-03-25
ca6c95cf-0c26-48ab-9a29-751369413dc2,9907,reason,Fashion,6,170.6,2024-12-15
4533a6ac-ffdd-423c-9a67-8ce561a318a0,6345,against,Home,6,245.32,2025-04-26
5b68ae20-2379-40be-8e07-8e920d342663,4860,little,Fashion,10,263.36,2025-06-01
e0db0c25-2e9b-4026-a03e-75bfa31ba72b,5481,that,Fashion,2,295.64,2025-09-20
ea71569e-9fea-4802-ac6b-94020f7cc24a,7550,on,Toys,1,246.28,2025-03-01
926ae7f4-e132-4b33-88bd-d0d7390c7123,7421,approach,Fashion,2,182.7,2024-12-29
328798b8-b603-40cc-ab17-b25d80f72df9,2971,upon,Toys,9,294.35,2024-11-13
6eff892e-d078-4e35-9e31-8ea6c154a503,4970,window,Electronics,7,312.22,2025-06-10
e3fd52f9-a636-4829-9c65-c9035efc0047,1889,issue,Electronics,7,63.81,2025-03-26
9ed1bd76-abe1-4ae5-a466-18704e37c7cc,6407,without,Home,6,187.51,2024-10-22
40b60526-88f1-4abc-8cfe-e07068c0e098,1264,right,Fashion,1,185.78,2024-11-20
e8dee0bf-104b-4759-b856-3145127a08f4,1867,subject,Toys,3,132.18,2025-05-23
17d226df-79eb-442b-be73-70b40505a354,5188,play,Toys,6,428.08,2024-11-24
e4c17e06-6a06-44e2-8a3a-e2544304047b,6640,course,Electronics,2,433.69,2025-03-20
5fb878be-c0b1-4c97-8a43-93cb2ecd875a,3696,suggest,Home,4,221.38,2025-01-11
e9080d67-4ca6-48fd-a517-16de3333024b,6319,drive,Home,9,8.37,2024-10-21
e15ba8e5-7f47-4c22-aecb-35cb8aa04bfa,6938,history,Home,4,495.21,2025-06-08
94df9742-77a2-4440-a44b-261a0942a1f1,9604,against,Fashion,10,120.88,2024-12-05
de254bd0-98b7-4f16-b9e3-5b6fbd96a7e7,5338,back,Toys,7,402.21,2025-02-25
f15655f7-f8e3-4e95-a7c9-bc7998bc2ca5,3109,difficult,Fashion,10,87.24,2025-03-18
6e1a68cc-77d3-4441-95d4-7d77fcfb61e8,5571,degree,Fashion,10,395.81,2024-11-10
8e912d9a-d7ec-4ef0-b405-55c69c9dd9e6,8706,tree,Fashion,6,420.69,2025-09-29
78083517-c2e8-4d14-af5d-a9081641d19f,4219,different,Electronics,4,98.2,2024-10-31
a5b87a2b-9bb9-496d-a25c-b8f0d5156d50,8499,stand,Toys,3,172.24,2024-11-15
c7c7c073-3602-4740-bfbf-bd14429727e0,2783,increase,Electronics,7,246.21,2024-11-10
ff235858-c457-428d-a00e-c3c20f037c30,1492,vote,Home,8,194.87,2024-10-25
6deb9a8f-b8ca-419b-b8f9-011059d2dc2f,2505,ago,Home,8,76.24,2024-11-10
e0617f5c-db54-4d6e-bce3-0f68605f5fa8,4696,forget,Electronics,4,491.12,2025-01-31
a76eebd1-364a-46aa-bda3-272adc790897,7953,eight,Electronics,2,234.31,2025-01-01
b1f8de90-25ad-4c4d-81a1-d760d07849e3,1783,four,Electronics,3,242.41,2025-02-25
fac0faea-d9cc-45a2-9c16-31484f45510a,7681,summer,Electronics,8,381.31,2025-06-11
ccd3eee4-b073-47a1-8826-e54c0f6c95f8,4331,almost,Home,5,151.43,2025-03-19
625f9340-c65c-4521-9fe9-5fa45fdc8243,1194,wife,Electronics,3,97.53,2025-01-19
0328167f-6947-4f52-b17c-d5bf0de1d831,8670,movie,Fashion,4,81.47,2024-10-24
c7326dc2-0d36-471f-9ffd-53b0d37d4f06,7549,will,Toys,10,398.23,2025-03-02
39de6466-c581-42da-ba89-eee86c2a186a,6428,company,Toys,8,457.47,2025-06-24
1aa1cc1f-9887-430f-8ab2-a46ad1c7c3c7,4631,language,Electronics,6,186.69,2025-01-05
52377152-3885-4cf4-ba67-0557d665a666,2349,throw,Electronics,8,442.17,2025-04-24
d916536a-ac71-4134-adc0-045d928767d9,1918,run,Toys,8,230.83,2024-11-04
5f9b8c70-0e80-4742-9a34-e0aa1fbbcdb3,8728,blood,Electronics,10,300.8,2025-01-10
93da1098-060a-4e51-9aa3-047314d5cd82,3943,talk,Home,7,341.23,2025-03-09
01095469-2e5d-4a16-a706-27f46cb5c1b6,2807,century,Toys,2,135.53,2025-03-04
